,Name
1974742,Candidatus Omnitrophica bacterium CG07_land_8_20_14_0_80_50_8
1953272,Candidatus Omnitrophica bacterium UBA6797
1801851,Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_01_FULL_48_9
362787,Candidatus Protochlamydia amoebophila
1314958,Parachlamydiaceae bacterium HS-T3
83561,Simkania negevensis
1457153,Chlamydia gallinacea
1797603,Chlamydiae bacterium RIFCSPHIGHO2_12_FULL_49_11
1802380,Treponema sp. GWC1_61_84
1947702,Treponema sp. UBA1635
48782,Leptospira fainei
2023198,Leptospira haakeii
428712,Jonquetella anthropi
1946039,Anaerobaculum sp. UBA5826
1635274,Synergistales bacterium 58_81
1962178,Acidobacteria bacterium 5-1
1803459,Acidobacteria bacterium 13_1_40CM_65_14
1803440,Acidobacteria bacterium 13_1_40CM_2_56_11
1948579,Fusobacteriia bacterium UBA816
1801701,Nitrospirae bacterium GWD2_57_9
1805267,Nitrospirae bacterium 13_1_40CM_3_62_11
1801722,Nitrospirae bacterium RIFCSPLOW2_12_42_9
1805272,Nitrospirae bacterium 13_2_20CM_2_62_8
2026770,Nitrospiraceae bacterium
2014303,Elusimicrobia bacterium CG_4_8_14_3_um_filter_50_9
1797949,Elusimicrobia bacterium RIFCSPLOWO2_02_FULL_39_32
1797960,Elusimicrobia bacterium RIFOXYA2_FULL_50_26
93930,Thermotoga naphthophila
1157948,Thermotoga sp. 2812B
1508420,Thermotoga profunda
1974050,Nitrospinae bacterium CG22_combo_CG10-13_8_21_14_all_47_10
2024844,Nitrospina sp.
304736,Sulfurihydrogenibium yellowstonense
136094,Thermocrinis albus
224719,Methanobrevibacter sp. AbM4
1915451,Methanobacterium sp. UBA375
2317,Methanosphaera stadtmanae
1915623,Methanobacteriaceae archaeon UBA541
145262,Methanothermobacter thermautotrophicus
42879,Methanococcus aeolicus
1526048,Haloferax sp. Q22
693851,Halogranum salarium
660517,Halobellus clavatus
335819,Halorubrum chaoviator
1915545,Methanoregula sp. UBA247
1915542,Methanoregula sp. UBA143
1915520,Methanolinea sp. UBA277
263906,Methanolinea tarda
1915524,Methanolinea sp. UBA473
1915574,Methanosarcina sp. UBA289
2209,Methanosarcina mazei
1915528,Methanolobus sp. UBA474
2176,Methanohalophilus mahii
39664,Methanohalophilus portucalensis
1915696,Methanomicrobia archaeon UBA590
1727665,Nanohaloarchaea archaeon PL-Br10_U2g16
1915699,Methanomassiliicoccales archaeon UBA147
74969,Ferroplasma acidiphilum
2007297,Marine Group II euryarchaeote MED-G36
1915782,Euryarchaeota archaeon UBA101
1915945,Euryarchaeota archaeon UBA59
1915845,Euryarchaeota archaeon UBA220
1915783,Euryarchaeota archaeon UBA103
1915866,Euryarchaeota archaeon UBA258
1915800,Euryarchaeota archaeon UBA125
1888997,Marine Group III euryarchaeote CG-Epi3
673860,Aciduliprofundum sp. MAR08-339
1935018,Aciduliprofundum sp. JdFR-45
1797979,Euryarchaeota archaeon RBG_16_62_10
1975559,Euryarchaeota archaeon CG_4_9_14_3_um_filter_38_12
1935139,Euryarchaeota archaeon JdFR-21
1849261,Candidatus Altiarchaeales archaeon WOR_SM1_SCG
172049,Thermococcus sibiricus
71998,Thermococcus pacificus
246969,Thermococcus sp. AM4
54077,Thermococcus barossii
342948,Thermococcus onnurineus
1505907,Thermococcus eurythermalis
913025,Thermococcus sp. PK
53952,Thermococcus peptonophilus
2264,Thermococcus celer
2265,Thermococcus litoralis
1609559,Pyrococcus kukulkanii
1316941,Archaeoglobus sulfaticallidus
1934989,Archaeoglobus sp. JdFR-32
2320,Methanopyrus kandleri
1805383,Thaumarchaeota archaeon 13_1_20CM_2_39_20
1903276,Nitrosotalea sp. CS
1499975,Nitrosotalea sp. Nd2
1903277,Nitrosotalea sp. SbT1
2277,Pyrobaculum islandicum
70771,Pyrobaculum neutrophilum
867917,Vulcanisaeta thermophila
76887,Caldivirga maquilingensis
2269,Thermofilum pendens
1980981,Thermofilum sp. NZ13
1006005,Metallosphaera cuprina
229980,Aeropyrum camini
1200300,Thermogladius calderae
2012517,Desulfurococcales archaeon ex4484_204
1935120,Candidatus Geothermarchaeota archaeon JdFR-13
1779368,Candidatus Bathyarchaeota archaeon B24
2012509,Candidatus Bathyarchaeota archaeon ex4484_135
1797380,Candidatus Bathyarchaeota archaeon RBG_13_60_20
1797382,Candidatus Bathyarchaeota archaeon RBG_16_57_9
1462419,Candidatus Iainarchaeum andersonii
1579371,archaeon GW2011_AR11
1579378,archaeon GW2011_AR20
1647471,Gordonia phage GMA4
1698711,Mycobacterium phage Lolly9
1129145,Pseudomonas phage phi297
1814957,Streptococcus virus 9871
1552735,Lactobacillus phage Ldl1
90410,Streptococcus virus DT1
64186,Streptococcus virus Sfi21
85154,Streptococcus virus O1205
1982377,Enterococcus virus BC611
1211643,Caulobacter virus Rogue
1506716,Mycobacterium phage Cheetobro
1911010,Escherichia virus K1H
10689,Vibrio phage CP-T1
687800,Synechococcus phage S-RIM2
1357714,Caulobacter phage Cr30
1649240,Escherichia phage pro483
1982579,Escherichia virus phiV10
754052,Pseudoalteromonas phage pYD6-A
1100043,Apis mellifera filamentous virus
1450746,Pithovirus sibericum
1349410,Pandoravirus salinus
307456,Autographa californica multiple nucleopolyhedrovirus
130556,Culex nigripalpus nucleopolyhedrovirus
1094892,Megavirus chiliensis
251749,Phaeocystis globosa virus
1678078,Mollivirus sibericum
1862978,Etheostoma fonticola aquareovirus
1952375,Ruminococcaceae bacterium UBA5294
1947635,Syntrophomonas sp. UBA5319
1947620,Syntrophomonas sp. UBA4851
1951296,Thermoanaerobacterales bacterium UBA5417
290588,Bacillus oshimensis
1817674,Geobacillus sp. 8
1960,Streptomyces vinaceus
1547867,Streptomyces sp. NBRC 110035
1273687,Mycobacterium sp. VKM Ac-1817D
1564114,Rhodococcus sp. B7740
1633223,Gordonia sp. LAM0048
36822,Gordonia rubripertincta
1344956,Microbacterium sp. TS-1
1736285,Frigoribacterium sp. Leaf172
1736313,Frigoribacterium sp. Leaf263
1736567,Leifsonia sp. Root60
1951172,Micrococcales bacterium UBA4448
1219581,Actinomyces sp. S4-C9
131110,Actinomyces radingae
33007,Actinomyces neuii
59561,Trueperella bernardiae
1736412,Nocardioides sp. Soil796
2041,Aeromicrobium erythreum
1948344,Actinobacteria bacterium UBA5975
1655569,Actinobacteria bacterium BACL2 MAG-120813-bin23
1951471,Atopobiaceae bacterium UBA5428
1946211,Candidatus Microthrix sp. UBA7828
1986263,Acidimicrobiales bacterium MED-G01
1950202,Anaerolineales bacterium UBA3001
1986676,Chloroflexi bacterium TMED70
1948492,Dehalococcoidia bacterium UBA2979
312883,Raphidiopsis curvata
1471459,Prochlorococcus sp. scB241_528O2
216945,Spiroplasma syrphidicola
1009412,Flavobacterium sp. SCGC AAA160-P02
1951856,Flavobacteriaceae bacterium UBA5160
1951806,Flavobacteriaceae bacterium UBA1927
1734397,Lutibacter sp. BRH_c52
745717,Olleya sp. VCSA23
1951034,Flavobacteriales bacterium UBA5519
1951069,Flavobacteriales bacterium UBA7367
1463156,Flavihumibacter sp. ZG627
1798435,Ignavibacteria bacterium RBG_16_36_9
1986238,Rhodothermaeota bacterium MED-G16
1951108,Gemmatimonadales bacterium UBA2981
1953221,Candidatus Marinimicrobia bacterium UBA2134
1108140,Burkholderia catarinensis
13373,Burkholderia mallei
1385592,Burkholderia sp. BDU8
1946043,Aquabacterium sp. UBA666
1951899,Gallionellaceae bacterium UBA5126
1801615,Methylotenera sp. RIFCSPLOWO2_02_FULL_45_14
2030816,Methylophilaceae bacterium
1739411,Neisseria sp. HMSC055H02
375574,Gulbenkiania indica
1952842,Rhodocyclaceae bacterium UBA4043
102862,Proteus penneri
1583099,Xanthomonas sp. GPE 39
1283293,Pseudomonas sp. URIL14HWK12:I6
1947002,Oblitimonas sp. UBA2439
1945952,Acinetobacter sp. UBA6641
1144672,Acinetobacter sp. CIP 56.2
1871111,Acinetobacter defluvii
1217706,Acinetobacter sp. NIPH 2168
52133,Acinetobacter venetianus
1947352,Psychrobacter sp. UBA3962
1298608,Psychrobacter sp. JCM 18900
1514074,Pseudoalteromonas sp. NC201
43655,Pseudoalteromonas citrea
1190813,Pseudoalteromonas shioyasakiensis
1723760,Pseudoalteromonas sp. P1-30
756698,Moritella sp. JT01
190892,Idiomarina baltica
1298881,Idiomarinaceae bacterium HL-53
2024825,Bermanella sp.
1948618,Gammaproteobacteria bacterium UBA4443
1655614,SAR86 cluster bacterium BACL1 MAG-121004-bin11
1908257,Rodentibacter mrazii
1909438,Salinivibrio sp. AR647
1798568,Legionellales bacterium RIFCSPHIGHO2_12_FULL_37_14
1797696,Coxiella sp. RIFCSPHIGHO2_12_FULL_42_15
59196,Rickettsiella grylli
230105,Methylophaga aminisulfidivorans
1810840,Piscirickettsiaceae bacterium NZ-RLO1
1951913,Halieaceae bacterium UBA4452
1538158,Rhizobium acidisoli
1702325,Chelatococcus sp. CO-6
935849,Paracoccus sp. J55
1920883,Marivivens sp. JLT3646
1912891,Sphingobium sp.
1872480,Altererythrobacter sp.
1970598,Sphingomonadales bacterium 39-57-19
523,Acidiphilium angustum
939296,alpha proteobacterium SCGC AAA015-N04
33992,Rickettsia rhipicephali
1961830,Rickettsia endosymbiont of Culicoides newsteadi
35795,Ehrlichia muris
1797807,Deltaproteobacteria bacterium GWA2_50_8
1795557,SAR324 cluster bacterium SAR324-CTD10
1538639,Smithella sp. D17
1448857,Campylobacter corcagiensis
471858,Helicobacter magdeburgensis
1948161,Proteobacteria bacterium UBA3065
1986601,Proteobacteria bacterium TMED61
2014289,bacterium (Candidatus Ratteibacteria) CG_4_9_14_3_um_filter_41_21
2014272,bacterium (Candidatus Gribaldobacteria) CG07_land_8_20_14_0_80_33_18
1974676,Candidatus Moranbacteria bacterium CG23_combo_of_CG06-09_8_20_14_all_40_16
1974727,Candidatus Nomurabacteria bacterium CG_4_10_14_0_2_um_filter_30_12
1801780,Candidatus Nomurabacteria bacterium RIFCSPLOWO2_01_FULL_42_17
1974637,Candidatus Magasanikbacteria bacterium CG_4_10_14_0_2_um_filter_37_12
1974647,Candidatus Magasanikbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_38_6
1618793,Parcubacteria group bacterium GW2011_GWA1_47_8
2014322,Parcubacteria group bacterium CG08_land_8_20_14_0_20_38_56
1817743,Parcubacteria group bacterium RIFCSPLOWO2_01_FULL_48_18
1618958,Parcubacteria group bacterium GW2011_GWF1_45_5
1802668,Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_01_FULL_44_17
1974589,Candidatus Jorgensenbacteria bacterium CG_4_10_14_0_8_um_filter_39_13
1802409,Candidatus Uhrbacteria bacterium RIFCSPLOWO2_02_FULL_49_11
1974724,Candidatus Nealsonbacteria bacterium CG23_combo_of_CG06-09_8_20_14_all_40_13
1798462,Candidatus Jacksonbacteria bacterium RIFOXYA2_FULL_43_12
1948795,Patescibacteria group bacterium UBA2143
1948833,Patescibacteria group bacterium UBA5633
1948844,Patescibacteria group bacterium UBA6130
1948847,Patescibacteria group bacterium UBA6206
1948797,Patescibacteria group bacterium UBA2169
1798383,Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_02_FULL_39_14
1802049,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_38_13
1974862,Candidatus Roizmanbacteria bacterium CG22_combo_CG10-13_8_21_14_all_38_20
1974830,Candidatus Roizmanbacteria bacterium CG_4_10_14_3_um_filter_33_21
1618431,Candidatus Daviesbacteria bacterium GW2011_GWC2_40_12
1797721,Candidatus Curtissbacteria bacterium RIFCSPHIGHO2_12_FULL_41_13
1618381,Candidatus Collierbacteria bacterium GW2011_GWA2_46_26
1618400,Candidatus Collierbacteria bacterium GW2011_GWE2_42_48
1619071,Candidatus Saccharibacteria bacterium GW2011_GWC2_48_9
1953337,Candidatus Saccharibacteria bacterium UBA3723
1953339,Candidatus Saccharibacteria bacterium UBA3829
1802145,Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_12_FULL_49_19
1801900,Candidatus Peregrinibacteria bacterium RIFCSPLOWO2_02_FULL_48_14
1801924,Candidatus Peribacteria bacterium RIFCSPHIGHO2_12_FULL_55_11
1948310,candidate division WOR-3 bacterium UBA3073
1798539,candidate division Kazan bacterium RIFCSPLOWO2_01_FULL_48_13
1817832,Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_02_FULL_46_11
1968527,candidate division CPR3 bacterium 4484_211
1618345,candidate division CPR2 bacterium GW2011_GWC2_39_10
1952998,Opitutaceae bacterium UBA4046
1986610,Phycisphaera sp. TMED151
1414722,Parachlamydia sp. C2
83556,Chlamydia felis
1218600,Leptospira sp. P2653
1953104,Acidobacteria bacterium UBA2167
1952922,Synergistaceae bacterium UBA5827
1817752,Nitrospirae bacterium GWA2_42_11
1797928,Elusimicrobia bacterium GWB2_63_16
1797941,Elusimicrobia bacterium RIFCSPHIGHO2_01_FULL_64_10
35743,Halorubrum sodomense
57705,Halomicrobium mukohataei
1232219,Halococcus agarilyticus
101192,Methanomethylovorans hollandica
2224,Methanothrix thermoacetophila
2188,Methanococcus voltae
1915669,Methanomassiliicoccaceae archaeon UBA472
1915835,Euryarchaeota archaeon UBA196
1915888,Euryarchaeota archaeon UBA441
1915860,Euryarchaeota archaeon UBA251
1915813,Euryarchaeota archaeon UBA15
1915769,Euryarchaeota archaeon UBA102
2012506,Candidatus Altiarchaeales archaeon ex4484_2
1934984,Archaeoglobus sp. JdFR-27
1915565,Archaeoglobus sp. UBA230
1935003,Thermococcus sp. JdFR-02
1805396,Thaumarchaeota archaeon 13_1_40CM_4_48_7
1898749,Candidatus Nitrosomarinus catalina
1867261,Candidatus Methanosuratus petracarbonis
1550241,Thermofilum uzonense
47303,Sulfolobus metallicus
1111107,Metallosphaera yellowstonensis
56636,Aeropyrum pernix
1974403,Candidatus Diapherotrites archaeon CG08_land_8_20_14_0_20_30_16
1577684,Candidatus Nanopusillus acidilobi
1801633,Candidatus Micrarchaeota archaeon RBG_16_49_10
1814958,Streptococcus virus 9872
1871681,Lactococcus phage 50101
43685,Lactococcus phage r1t
764561,Brochothrix phage NF5
1412875,Lactococcus phage phiL47
12390,Lactococcus phage phiLC3
496874,Lactobacillus phage Lrm1
1109711,Nocardia phage NBR1
1458846,Mycobacterium phage RhynO
1445714,Mycobacterium phage Nyxis
73422,Streptococcus phage TP-J34
682370,Streptococcus virus ALQ132
306323,Streptococcus virus 2972
494269,Lactococcus virus Bibb29
1165134,Lactococcus virus ASCC191
1982090,Arthrobacter virus Mudcat
1982248,Nonlabens virus P12024S
1982368,Rhodococcus virus Pepy6
31537,Lactococcus virus c2
1729937,Pseudomonas phage VCM
665032,Deftia phage phiW-14
1493513,Synechococcus phage ACG-2014i
238854,Synechococcus phage S-PM2
1161906,Weissella phage phiYS61
1273748,Halovirus HCTV-5
10264,Pigeonpox virus
28874,Volepox virus
1349409,Pandoravirus dulcis
181082,Emiliania huxleyi virus 86
2023057,Orpheovirus IHUMI-LCC2
1986289,Clostera anastomosis granulovirus A
345201,Invertebrate iridescent virus 3
10298,Human alphaherpesvirus 1
1449897,Uncultured phage WW-nAnB strain 3
1074044,uncultured phage WW-nAnB
1449896,Uncultured phage WW-nAnB strain 2
11084,Tick-borne encephalitis virus
11628,Machupo mammarenavirus
1952349,Ruminococcaceae bacterium UBA4910
1952362,Ruminococcaceae bacterium UBA4972
1125974,Thermoanaerobacter indiensis
1935151,Thermoanaerobacterales bacterium JdFR-68
1948073,Firmicutes bacterium UBA5516
658666,Bacillus bombysepticus
1950321,Bacillales bacterium UBA6371
235987,Streptomyces jietaisiensis
1588020,Arthrobacter sp. Hiyo1
264251,Cellulosimicrobium funkei
1581131,Actinomyces sp. HMSC08A01
114977,Mycolicibacterium acapulense
1384076,Corynebacterium sp. DNF00584
134962,Nocardia soli
257277,Nocardia aobensis
334542,Rhodococcus qingshengii
1916083,Thermomonospora sp. CIF 1
1811560,Nocardioides sp. REDSEA-S43_B3
1859,Frankia alni
932040,actinobacterium SCGC AAA027-J17
1948338,Actinobacteria bacterium UBA4016
1951472,Atopobiaceae bacterium UBA5465
1951451,Atopobiaceae bacterium UBA1025
1951466,Atopobiaceae bacterium UBA5303
1951342,Acidimicrobiaceae bacterium UBA7323
1655564,Acidimicrobium sp. BACL27 MAG-120823-bin4
1946223,Candidatus Microthrix sp. UBA881
1946185,Candidatus Microthrix sp. UBA4143
1948479,Dehalococcoidia bacterium UBA2145
1948519,Dehalococcoidia bacterium UBA6927
1948491,Dehalococcoidia bacterium UBA2978
1522671,Dehalococcoides sp. UCH007
1961099,Prochlorococcus sp. HOT212_60m_826P21
224012,Nostoc piscinale
1919259,Cyanobacteria bacterium bin9
1947880,Cyanobacteria bacterium UBA2877
1802567,candidate division WOR-1 bacterium RIFCSPLOWO2_02_FULL_46_20
1802572,candidate division WOR-1 bacterium RIFOXYA2_FULL_36_21
57372,Mycoplasma suis
216944,Spiroplasma sabaudiense
1952533,Prevotellaceae bacterium UBA7561
1952680,Porphyromonadaceae bacterium UBA7214
1952681,Porphyromonadaceae bacterium UBA7216
178355,Flavobacterium omnivorum
1742858,Chryseobacterium sp. JAH
1951831,Flavobacteriaceae bacterium UBA3537
1951830,Flavobacteriaceae bacterium UBA3478
435906,Salegentibacter salarius
1930251,Salegentibacter sediminis
1951000,Flavobacteriales bacterium UBA4011
1951039,Flavobacteriales bacterium UBA5692
487796,Flavobacteria bacterium MS024-2A
1973923,Bacteroidetes bacterium CG02_land_8_20_14_3_00_31_25
1951105,Gemmatimonadales bacterium UBA2960
1046963,Cloacimonetes bacterium SCGC AAA252-M08
1953231,Candidatus Marinimicrobia bacterium UBA2986
1839800,Yersinia sp. FDAARGOS_228
1844104,Pseudomonas sp. 37 R 15
77298,Pseudomonas jessenii
1855331,Pseudomonas sp. A214
595670,Acinetobacter kyonggiensis
1947350,Psychrobacter sp. UBA3480
2058312,Psychrobacter sp. Choline-3u-12
935851,Pseudoxanthomonas sp. J31
1524462,Rhodanobacter sp. FW510-R10
553385,Cobetia crustatorum
1953072,Saccharospirillaceae bacterium UBA4579
1948635,Gammaproteobacteria bacterium UBA6173
1798301,Gammaproteobacteria bacterium RIFCSPLOWO2_12_47_11
1948639,Gammaproteobacteria bacterium UBA6733
1948659,Gammaproteobacteria bacterium UBA7820
113267,Bathymodiolus septemdierum thioautotrophic gill symbiont
1970316,Alishewanella sp. 34-51-39
383911,Pseudoalteromonas sp. BSi20311
60481,Shewanella sp. MR-7
888425,Colwellia sp. 75C3
1874361,Idiomarina sp.
1158150,Thioalkalivibrio sp. ALD1
1158148,Thioalkalivibrio sp. ARh3
1946058,Arsukibacterium sp. UBA3155
1276888,Vibrio bivalvicida
689,Vibrio mediterranei
142461,Vibrio ichthyoenteri
51367,Salinivibrio costicola
1470434,Zhongshania aliphaticivorans
1950785,Cellvibrionales bacterium UBA1963
1986745,Cellvibrionales bacterium TMED21
1604835,Achromatium sp. WMS2
1970606,Thiotrichales bacterium 35-46-9
1973949,Comamonadaceae bacterium CG_4_9_14_0_8_um_filter_57_21
1973953,Comamonadaceae bacterium CG17_big_fil_post_rev_8_21_14_2_50_60_13
871203,Caballeronia zhejiangensis
1660145,Thiobacillus sp. SCN 63-57
1951095,Gallionellales bacterium UBA7399
938772,beta proteobacterium SCGC AAA027-C02
1970548,Rhizobiales bacterium 24-66-13
1986854,Rhizobiales bacterium TMED25
1885919,Brucella sp. 141012304
1933912,Bartonella sp. Raccoon60
1811624,Rhodobacteraceae bacterium REDSEA-S34_B6
1951233,Rhodobacterales bacterium UBA4593
1736595,Sphingomonas sp. Root720
1667223,Sphingobium sp. Ndbn-10
1822215,Erythrobacter sp. HI00D59
1125965,Brevundimonas abyssalis
41276,Brevundimonas vesicularis
1946930,Micavibrio sp. UBA6212
1951239,Rickettsiales bacterium UBA4270
1242993,Ehrlichia minasensis
1714371,Neorickettsia sp. 179522
1869305,Desulfobulbaceae bacterium S3730MH12
1869307,Desulfobulbaceae bacterium C00003063
1797899,Deltaproteobacteria bacterium RIFOXYB12_FULL_58_9
1973969,Deltaproteobacteria bacterium CG03_land_8_20_14_0_80_45_14
1973981,Deltaproteobacteria bacterium CG23_combo_of_CG06-09_8_20_14_all_60_8
1797885,Deltaproteobacteria bacterium RIFCSPLOWO2_12_55_13
1797871,Deltaproteobacteria bacterium RIFCSPLOWO2_01_FULL_42_9
1797895,Deltaproteobacteria bacterium RIFOXYA12_FULL_58_15
1986843,Deltaproteobacteria bacterium TMED126
1764262,SAR324 cluster bacterium lautmerah10
1961437,Syntrophaceae bacterium UBA4803
1961385,Smithella sp. UBA6208
1961386,Smithella sp. UBA6798
32025,Helicobacter hepaticus
1564138,Aliiarcobacter faecis
1947598,Sulfurospirillum sp. UBA6790
497650,Sulfurovum sp. enrichment culture clone C5
1970777,Epsilonproteobacteria bacterium 4484_65
990073,Lebetimonas sp. JS170
1948195,Proteobacteria bacterium UBA652
1948174,Proteobacteria bacterium UBA4457
1618895,Parcubacteria group bacterium GW2011_GWC1_36_9
1618852,Parcubacteria group bacterium GW2011_GWA2_49_9
1618827,Parcubacteria group bacterium GW2011_GWA2_43_17
1618703,Candidatus Moranbacteria bacterium GW2011_GWD2_36_12
1953296,Candidatus Moranbacteria bacterium UBA1302
1618995,Candidatus Uhrbacteria bacterium GW2011_GWF2_39_13
1802398,Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_12_FULL_57_11
1619047,Candidatus Magasanikbacteria bacterium GW2011_GWC2_40_17
1798704,Candidatus Magasanikbacteria bacterium RIFOXYC2_FULL_42_28
1798679,Candidatus Magasanikbacteria bacterium RIFCSPHIGHO2_02_FULL_45_10
1974646,Candidatus Magasanikbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_36_32
1798682,Candidatus Magasanikbacteria bacterium RIFCSPHIGHO2_02_FULL_50_9b
1798697,Candidatus Magasanikbacteria bacterium RIFOXYB1_FULL_40_15
1974652,Candidatus Magasanikbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_47_10
1974566,Candidatus Falkowbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_39_9
1618744,Candidatus Nomurabacteria bacterium GW2011_GWB1_40_7
1798521,Candidatus Kaiserbacteria bacterium RIFCSPLOWO2_02_FULL_54_13
1974609,Candidatus Kaiserbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_49_17
1798549,Candidatus Komeilibacteria bacterium RIFCSPHIGHO2_01_FULL_52_14
1801677,Candidatus Nealsonbacteria bacterium RIFOXYB1_FULL_40_15
1802301,Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_01_FULL_46_22b
1798404,Candidatus Harrisonbacteria bacterium RIFCSPHIGHO2_02_FULL_42_16
1974617,Candidatus Kuenenbacteria bacterium CG08_land_8_20_14_0_20_37_23
1802276,Candidatus Sungbacteria bacterium RIFCSPLOWO2_01_FULL_47_10
1802728,Candidatus Yonathbacteria bacterium RIFOXYC1_FULL_52_10
1802448,Candidatus Wildermuthbacteria bacterium RIFCSPHIGHO2_01_FULL_49_22b
1802461,Candidatus Wildermuthbacteria bacterium RIFCSPLOWO2_01_FULL_48_16
1802240,Candidatus Staskawiczbacteria bacterium RIFOXYD2_FULL_37_9
1802368,Candidatus Terrybacteria bacterium RIFCSPLOWO2_01_FULL_48_14
1802027,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_37_16b
1802031,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_39_12c
1802043,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_43_11
1802064,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_40_14
1618469,Candidatus Pacebacteria bacterium GW2011_GWA1_46_10
1798602,Candidatus Levybacteria bacterium RIFCSPHIGHO2_02_FULL_37_13
1953382,Candidatus Shapirobacteria bacterium UBA1435
1797733,Candidatus Curtissbacteria bacterium RIFCSPLOWO2_02_FULL_40_13b
1974498,Candidatus Beckwithbacteria bacterium CG23_combo_of_CG06-09_8_20_14_all_47_9
1802592,Candidatus Woykebacteria bacterium GWB1_45_5
1948849,Patescibacteria group bacterium UBA6241
1948799,Patescibacteria group bacterium UBA2196
1948846,Patescibacteria group bacterium UBA6201
1948813,Patescibacteria group bacterium UBA3530
1948855,Patescibacteria group bacterium UBA6533
1948864,Patescibacteria group bacterium UBA7435
1895828,Candidatus Saccharibacteria bacterium 47-87
1953310,Candidatus Saccharibacteria bacterium UBA1020
1953313,Candidatus Saccharibacteria bacterium UBA1050
1953440,bacterium UBP7_UBA6624
1805348,Candidatus Rokubacteria bacterium 13_1_20CM_4_70_14
1805341,Candidatus Rokubacteria bacterium 13_1_20CM_2_68_19
1805359,Candidatus Rokubacteria bacterium 13_1_40CM_3_69_38
1655311,candidate division TM6 bacterium SOIL31
1953210,Candidatus Dependentiae bacterium UBA6230
1805323,Candidatus Peregrinibacteria bacterium CG1_02_54_53
1703770,candidate division TA06 bacterium DG_24
1817876,Candidatus Schekmanbacteria bacterium GWA2_38_11
2014282,bacterium (Candidatus Howlettbacteria) CG23_combo_of_CG06-09_8_20_14_all_37_9
1951179,Opitutales bacterium UBA5694
1798577,Lentisphaerae bacterium RIFOXYA12_64_32
1801877,Omnitrophica WOR_2 bacterium RIFOXYC2_FULL_38_12
1801866,Omnitrophica WOR_2 bacterium RIFCSPLOWO2_02_FULL_63_16
1974743,Candidatus Omnitrophica bacterium CG08_land_8_20_14_0_20_41_16
1801868,Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_50_9
1802381,Treponema sp. RIFOXYC1_FULL_61_9
1802179,Spirochaetes bacterium GWC1_27_15
649746,Acetomicrobium hydrogeniformans
1948118,Nitrospirae bacterium UBA4572
28262,Thermodesulfovibrio yellowstonii
2014308,Elusimicrobia bacterium CG08_land_8_20_14_0_20_44_26
886,Thermodesulfobacterium thermophilum
255616,Haloferax sulfurifontis
1732021,Haloferacaceae archaeon B1-Br10_E2g22
1238427,Halonotius sp. J07HN6
1604004,Halanaeroarchaeum sulfurireducens
2238,Haloarcula marismortui
1765055,Haloarcula sp. CBA1127
1434102,Methanosarcina sp. WH1
1917474,Methanosaeta sp. ASO1
1915555,Methanosaeta sp. UBA114
1915626,Methanocellaceae archaeon UBA148
1291540,Candidatus Methanomethylophilus alvus
1915805,Euryarchaeota archaeon UBA13
1915881,Euryarchaeota archaeon UBA39
1915878,Euryarchaeota archaeon UBA36
1915927,Euryarchaeota archaeon UBA549
1915920,Euryarchaeota archaeon UBA54
1915899,Euryarchaeota archaeon UBA487
1712654,Thermococcus piezophilus
187878,Thermococcus gammatolerans
2016361,Thermococcus sp. EXT12c
1915469,Methanobacterium sp. UBA479
118062,Methanobacterium congolense
67760,Methanocaldococcus infernus
1915761,Euryarchaeota archaeon UBA186
2013673,Candidatus Altiarchaeales archaeon HGW-Altiarchaeales-1
1915760,Thaumarchaeota archaeon UBA57
913333,Thaumarchaeota archaeon SCGC AAA007-O23
1679446,Candidatus Nitrosopumilus sp. DDS1
1714258,Thermoproteus sp. JCHS_4
181486,Pyrobaculum calidifontis
54248,Hyperthermus butylicus
43080,Sulfolobus islandicus
111955,Sulfurisphaera tokodaii
1294123,Sulfolobales archaeon Acd1
2041147,Candidatus Bathyarchaeota archaeon B24-2
1779372,Candidatus Bathyarchaeota archaeon B63
1916001,Candidatus Micrarchaeota archaeon UBA93
1975556,archaeon CG10_big_fil_rev_8_21_14_0_10_43_11
58839,Encephalitozoon intestinalis
644007,Streptococcus phage PH10
537874,Streptococcus phage PH15
10713,Enterobacteria phage phi80
1147144,Enterobacteria phage HK225
414970,Enterobacteria phage cdtI
10704,Rhizobium phage 16-3
1147152,Enterobacteria phage mEp460
